ciudad,ambiente,sitio,parche,planta,ID,ind1_gr,ind2_gr,ind3_gr,ind4_gr,ind5_gr,promedio,sla,tricomas,P_mg_Kg,C_porcentaje,K_Cmol_Kg,N_porcentaje,CN_ratio,C_porc_suelo,N_porc_suelo
mid,r,5,2,m1,mid_r52m1,0.0051,0.0045,NA,NA,NA,0.0048,43.9583333333333,2.5,800.139908256881,36.9099051741909,4.08974358974359,2.6,9.0249924877332,6.99,0.64
mid,r,5,2,m2,mid_r52m2,0.0045,0.0046,NA,NA,NA,0.00455,46.3736263736264,3,674.761961722488,38.6767181536412,4.08974358974359,2,9.45700318490286,6.18,0.47
mid,u,1,1,m1,mid_u11m1,0.0041,0.0049,NA,NA,NA,0.0045,46.8888888888889,1.33333333333333,1371.71,35.6452363636364,5.53846153846154,1.92826398852224,18.485662012987,5.5,0.4
mid,u,1,1,m2,mid_u11m2,0.0049,0.005,NA,NA,NA,0.00495,42.6262626262626,1.08333333333333,623.435643564357,34.2540565317036,4.66666666666667,2.26008968609865,15.1560607273213,6.09,0.23
mid,u,1,2,m1,mid_u12m1,0.0041,0.0051,NA,NA,NA,0.0046,45.8695652173913,6.5,968.327586206897,37.2928,5.25641025641026,2.87390029325513,12.976372244898,4.14,0.25
mid,u,1,2,m2,mid_u12m2,0.0023,0.002,NA,NA,NA,0.00215,98.1395348837209,3.46666666666667,652.59756097561,38.1165818181818,4.37179487179487,2.00796812749004,18.9826627705628,3.91,0.25
mid,u,2,1,m1,mid_u21m1,0.0047,0.0052,NA,NA,NA,0.00495,42.6262626262626,4,826.048543689321,33.4964304850356,NA,2.54048780487805,13.1850388813984,4.72,0.25
mid,u,2,1,m2,mid_u21m2,0.053,0.0039,NA,NA,NA,0.02845,7.41652021089631,0.4,1310.6961722488,34.522521129664,4.6025641025641,2.31724137931034,14.8981117970276,6.19,0.43
mid,u,2,2,m1,mid_u22m1,0.0039,0.0046,NA,NA,NA,0.00425,49.6470588235294,1.8,1064.95792079208,39.1757298701299,4.8974358974359,2.20087336244541,17.8000836116265,5.14,0.47
mid,u,2,2,m2,mid_u22m2,0.0037,0.0054,NA,NA,NA,0.00455,46.3736263736264,NA,596.338235294118,49.8848935064935,3.02564102564102,1.65680473372781,30.1090964378479,9.75,0.6
mid,u,3,1,m1,mid_u31m1,NA,NA,NA,NA,NA,NA,NA,2.2,NA,NA,NA,NA,NA,5.05,0.15
mid,u,3,1,m2,mid_u31m2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.93,0.4
mid,u,3,2,m1,mid_u32m1,0.0065,NA,NA,NA,NA,0.0065,32.4615384615385,1.66666666666667,630.087064676617,38.5229539088363,4.11538461538462,2.63529411764706,14.6180851886209,6.48,0.6
mid,u,3,2,m2,mid_u32m2,0.0065,0.0067,NA,NA,NA,0.0066,31.969696969697,5.375,652.894675925926,35.633900493145,3.08974358974359,2.49504950495049,14.2818410706653,4.58,0.34
mid,u,4,1,m1,mid_u41m1,0.0035,0.0034,NA,NA,NA,0.00345,61.1594202898551,0.625,820.706896551724,40.7056103896104,5.51282051282051,3.13864306784661,12.969174738795,5.54,0.33
mid,u,4,1,m2,mid_u41m2,0.0057,0.0058,NA,NA,NA,0.00575,36.695652173913,2.375,566.920792079208,40.1171948051948,4.57692307692308,3.0089552238806,13.332599464028,5.61,0.25
mid,u,4,2,m1,mid_u42m1,0.0068,0.0071,NA,NA,NA,0.00695,30.3597122302158,2.375,906.967661691542,40.4702441558442,3.1025641025641,2.34613466334165,17.2497533019701,5.6,0.33
mid,u,4,2,m2,mid_u42m2,NA,NA,NA,NA,NA,NA,NA,NA,909.411483253589,36.5877937386778,4.01282051282051,2.52,14.5189657693166,5.31,0.43
mid,u,5,1,m1,mid_u51m1,NA,NA,NA,NA,NA,NA,NA,NA,692.209112149533,37.8815902046671,4.21794871794872,NA,NA,6.13,0.34
mid,u,5,1,m2,mid_u51m2,NA,NA,NA,NA,NA,NA,NA,NA,705.614155251142,37.6889752961609,2.29487179487179,NA,NA,7.31,0.4
mid,u,5,2,m1,mid_u52m1,0.005,0.0048,NA,NA,NA,0.0049,43.0612244897959,4.375,918.112745098039,40.5879272727273,5.24358974358974,1.82698961937716,22.2157404958678,6.55,0.37
mid,u,5,2,m2,mid_u52m2,0.004,0.0042,NA,NA,NA,0.0041,51.4634146341463,1,186.110294117647,37.8690929623736,3.84615384615385,2.26,16.7562358240591,3.33,0.3
tiz,r,1,1,m1,tiz_r11m1,0.0105,0.01,0.0122,0.009,0.0059,0.00952,22.1638655462185,6.35,602.122596153846,42.2788076734399,26.875,2.37931034482759,17.7693539497066,9.48,0.75
tiz,r,1,1,m2,tiz_r11m2,NA,NA,NA,NA,NA,NA,NA,NA,1365.93684210526,42.7724352570506,23.125,2.71641791044776,15.7458964957274,10.56,0.74
tiz,r,1,2,m1,tiz_r12m1,NA,NA,NA,NA,NA,NA,NA,NA,631.230392156863,47.7862054776906,26,2.19402985074627,21.7801072585392,8.39,0.33
tiz,r,1,2,m2,tiz_r12m2,NA,NA,NA,NA,NA,NA,NA,NA,565.484803921569,43.8073791020113,36.75,1.96551724137931,22.2879648062865,6.43,0.33
tiz,r,2,1,m1,tiz_r21m1,0.0078,0.0081,0.0084,0.0097,0.0086,0.00852,24.7652582159624,5.7,1550.31067961165,42.8034203420342,21,2.29850746268657,18.6222672916642,6.21,0.5
tiz,r,2,1,m2,tiz_r21m2,0.0133,0.0103,0.0066,0.0073,0.0093,0.00936,22.542735042735,6.05,843.078846153846,45.8917946864269,13.375,2.18316831683168,21.0207313529665,7.75,0.75
tiz,r,2,2,m1,tiz_r22m1,0.0094,0.0085,0.0079,0.0078,0.01,0.00872,24.197247706422,3.05,906.595215311005,45.9868664009258,11.375,2.08955223880597,22.0080003490145,7.86,0.67
tiz,r,2,2,m2,tiz_r22m2,0.0081,0.012,0.0113,0.0143,0.0108,0.0113,18.6725663716814,6.35,1450.93640776699,42.6882375498517,11.25,2.68965517241379,15.8712678069962,2.53,0.16
tiz,r,3,1,m1,tiz_r31m1,0.0076,0.0058,0.0113,0.0093,0.0094,0.00868,24.3087557603687,1,660.036842105263,41.8900056465274,17.125,2.29850746268657,18.2248725864762,3.86,0.27
tiz,r,3,1,m2,tiz_r31m2,NA,NA,NA,NA,NA,NA,NA,NA,542.065853658537,46.2636877973512,49,2.29850746268657,20.127708327419,6.83,0.67
tiz,r,3,2,m1,tiz_r32m1,NA,NA,NA,NA,NA,NA,NA,NA,569.7355,45.2135075140969,54,2.205,20.5049920698852,3.84,0.3
tiz,r,3,2,m2,tiz_r32m2,0.0103,0.0099,0.0092,0.0099,0.0092,0.0097,21.7525773195876,8.6,472.015238095238,48.1061778142806,46.375,1.87128712871287,25.7075341758854,5.06,0.47
tiz,r,4,1,m1,tiz_r41m1,NA,NA,NA,NA,NA,NA,NA,NA,714.236585365854,43.1657184085756,29.875,3.08823529411765,13.9774707227768,6.2,0.6
tiz,r,4,1,m2,tiz_r41m2,NA,NA,NA,NA,NA,NA,NA,NA,737.719617224881,44.8795808152244,40.875,2.92537313432836,15.3414893603063,3.43,0.13
tiz,r,4,1,m1,tiz_r42m1,NA,NA,NA,NA,NA,NA,NA,NA,906.595215311005,44.5525716347145,36.625,2.45853658536585,18.121581716501,13.19,1.23
tiz,r,4,2,m2,tiz_r42m2,NA,NA,NA,NA,NA,NA,NA,NA,530.008212560387,45.3359505305827,47.375,2.31,19.6259526106419,5.44,0.3
tiz,r,5,1,m1,tiz_r51m1,NA,NA,NA,NA,NA,NA,NA,NA,391.710096153846,47.2773548585802,37.125,1.97524752475247,23.9349014572261,3.4,0.27
tiz,r,5,1,m2,tiz_r51m2,NA,NA,NA,NA,NA,NA,NA,NA,446.010096153846,44.1002001950619,51.5,1.97524752475247,22.3264171413597,16.11,1.41
tiz,r,5,2,m1,tiz_r52m1,NA,NA,NA,NA,NA,NA,NA,NA,277.768396226415,52.2850995158687,31.5,1.35820895522388,38.4956227204748,8.13,0.66
tiz,r,5,2,m2,tiz_r52m2,NA,NA,NA,NA,NA,NA,NA,NA,558.711483253589,46.8173305902019,50.5,2.19402985074627,21.3385112213845,5.93,0.3
tiz,u,1,1,m1,tiz_u11m1,0.0073,0.007,0.0077,0.0096,0.0076,0.00784,26.9132653061224,5.75,1413.2427184466,42.0351960910377,4.17948717948718,1.92238805970149,21.866134612574,3.34,0.17
tiz,u,1,1,m2,tiz_u11m2,0.0055,0.0066,0.0048,0.0048,0.007,0.00574,36.7595818815331,4.25,1416.57666666667,37.7468242694805,3.79487179487179,2.50746268656716,15.0537930122333,2.91,0.17
tiz,u,1,2,m1,tiz_u12m1,0.0056,0.0071,0.0064,0.0045,0.0047,0.00566,37.2791519434629,2.7,1179.06009615385,38.4600169061708,4.75641025641026,2.32871287128713,16.5155684843676,2.77,0.2
tiz,u,1,2,m2,tiz_u12m2,0.0056,0.0068,0.0059,0.0063,0.0058,0.00608,34.7039473684211,3.2,1757.72822966507,37.4372089449013,5,1.9960396039604,18.7557445606896,3.69,0.17
tiz,u,2,1,m1,tiz_u21m1,0.009,0.0098,0.0079,0.0064,0.006,0.00782,26.9820971867008,3,1396.18502415459,40.4596739213635,5.96153846153846,3.49306930693069,11.58284315776,4.6,0.4
tiz,u,2,1,m2,tiz_u21m2,0.0051,0.0079,0.0081,0.0095,0.0067,0.00746,28.28418230563,5.55,1906.33875598086,38.0805451465531,4.19230769230769,2.73103448275862,13.9436339551773,4.91,0.2
tiz,u,2,2,m1,tiz_u22m1,NA,NA,NA,NA,NA,NA,NA,NA,1116.0009569378,40.9422942862307,3.98717948717949,2.41188118811881,16.975253378117,6.31,0.3
tiz,u,2,2,m2,tiz_u22m2,NA,NA,NA,NA,NA,NA,NA,NA,1454.15748792271,38.9437427383749,4.92307692307692,1.848,21.073453862757,5.01,0.2
tiz,u,3,1,m1,tiz_u31m1,0.0056,0.0081,0.0092,0.0067,0.0075,0.00742,28.4366576819407,7.5,1868.99368932039,39.3782383285377,5.74358974358974,2.772,14.2057136827337,4.95,0.3
tiz,u,3,1,m2,tiz_u31m2,0.0057,0.0052,0.0051,0.0035,0.0061,0.00512,41.2109375,2.8,2179.62095238095,42.0281428058108,6.44871794871795,2.268,18.5309271630559,4.21,0.27
tiz,u,3,2,m1,tiz_u32m1,NA,NA,NA,NA,NA,NA,NA,NA,1743.81756097561,42.0281428058108,7.32051282051282,2.71764705882353,15.4649010324412,4.4,0.25
tiz,u,3,2,m2,tiz_u32m2,NA,NA,NA,NA,NA,NA,NA,NA,1246.138647343,45.8875558441558,5.79487179487179,2.41188118811881,19.0256286545966,6.44,0.25
tiz,u,4,1,m1,tiz_u41m1,NA,NA,NA,NA,NA,NA,NA,NA,1297.29082125604,46.7725743318558,4.80769230769231,2.71764705882353,17.2106875247088,5.54,0.24
tiz,u,4,1,m2,tiz_u41m2,NA,NA,NA,NA,NA,NA,NA,NA,1304.11111111111,43.4283086265405,5.6025641025641,2.016,21.5418197552284,6.74,0.37
tiz,u,4,2,m1,tiz_u42m1,NA,NA,NA,NA,NA,NA,NA,NA,1318.45621890547,52.2489160242148,3.69230769230769,1.72941176470588,30.2119582452943,7.33,0.33
tiz,u,4,2,m2,tiz_u42m2,NA,NA,NA,NA,NA,NA,NA,NA,1259.77922705314,42.0562358276644,5.61538461538462,2.57821782178218,16.3121344800081,6.4,0.37
tiz,u,5,1,m1,tiz_u51m1,0.0052,0.005,0.0049,0.0062,0.0056,0.00538,39.2193308550186,4.05,1137.01400966184,40.8865010717438,3.64102564102564,2.19402985074627,18.6353440258968,3.91,0.3
tiz,u,5,1,m2,tiz_u51m2,0.0087,0.0083,0.0068,0.0078,0.0083,0.00798,26.4411027568922,5.75,1173.37378640777,43.480208810797,5.11538461538462,2.50746268656716,17.3403213709726,5.54,0.37
tiz,u,5,2,m1,tiz_u52m1,0.0054,0.0045,0.0041,0.004,0.0035,0.0043,49.0697674418605,3.7,2098.48926829268,48.0197047000618,4.80769230769231,1.44827586206897,33.1564627690902,3.61,0.1
tiz,u,5,2,m2,tiz_u52m2,0.007,0.0056,0.0063,0.0059,0.0075,0.00646,32.6625386996904,3.4,864.202415458938,42.3588411588412,5.15384615384615,2.625,16.1367013938443,4.8,0.27
val,r,1,1,m1,val_r11m1,NA,NA,NA,NA,NA,NA,NA,NA,1281.33597285068,36.6829839451887,5.48717948717949,2.436,15.0586962008164,3.09,0.13
val,r,1,1,m2,val_r11m2,NA,NA,NA,NA,NA,NA,NA,NA,1399.11483253589,40.8277452170096,6.64102564102564,2.31724137931034,17.6191162394833,5.93,0.13
val,r,1,2,m1,val_r12m1,NA,NA,NA,NA,NA,NA,NA,NA,637.11201171875,40.1751288394146,4.96153846153846,2.15172413793103,18.6711335952408,4.22,0.37
val,r,1,2,m2,val_r12m2,NA,NA,NA,NA,NA,NA,NA,NA,2551.82019704434,40.9778534576969,7.7051282051282,2.08955223880597,19.6108298690407,4.95,0.34
val,r,2,1,m1,val_r21m1,0.0042,0.0072,0.0081,0.0078,0.0069,0.00684,30.8479532163743,1.65,1620.16148325359,36.7650827603769,5.28205128205128,3.59402985074627,10.2294873128956,8.14,0.64
val,r,2,1,m2,val_r21m2,0.0082,0.0101,0.0104,0.0107,0.0108,0.01004,21.0159362549801,4.5,2405.47119815668,39.0648379179875,6.69230769230769,3.76119402985075,10.3862862718459,5.6,0.46
val,r,2,2,m1,val_r22m1,0.0094,0.0068,0.0105,0.0069,0.009,0.00852,24.7652582159624,5.25,728.621138996139,43.8607226436929,4.46153846153846,2.57821782178218,17.012031440142,2.9,0.3
val,r,2,2,m2,val_r22m2,0.0106,0.0099,0.0091,0.0103,0.008,0.00958,22.0250521920668,4.25,368.065221579961,42.6902082044939,4.78205128205128,2.57821782178218,16.558030063955,5.41,0.36
val,r,3,1,m1,val_r31m1,0.0067,0.0077,0.0056,0.0086,0.0101,0.00774,27.2609819121447,1.21666666666667,837.453424657534,38.0805451465531,5.02564102564102,3.31034482758621,11.5034980130212,8.18,0.5
val,r,3,1,m2,val_r31m2,0.011,0.0078,0.0141,0.0086,0.0093,0.01016,20.7677165354331,2.1,1258.90745192308,42.2937323546019,4.5,1.58019801980198,26.764830625406,4.6,0.33
val,r,3,2,m1,val_r32m1,0.008,0.0084,0.0079,NA,NA,0.0081,26.0493827160494,3.66666666666667,806.540961538462,39.4531563863572,4.51282051282051,2.82772277227723,13.9522716912538,4.74,0.34
val,r,3,2,m2,val_r32m2,0.0048,0.0044,0.0048,0.0056,0.0059,0.0051,41.3725490196078,2.75,2109.31617647059,39.4051027712445,6.15384615384615,2.16237623762376,18.2230557687532,4.62,0.33
val,r,4,1,m1,val_r41m1,0.0091,0.0083,0.01,0.0106,0.0106,0.00972,21.7078189300412,3.4,368.775772200772,46.9623992608182,4.55128205128205,2.5910447761194,18.1248891156384,7.84,0.6
val,r,4,1,m2,val_r41m2,0.0068,0.0079,0.0074,0.0087,0.0086,0.00788,26.7766497461929,5.5,293.075831702544,42.7197685482834,4.05128205128205,2.32871287128713,18.3447985687782,6.24,0.43
val,r,4,1,m1,val_r42m1,0.0046,0.0052,0.0048,0.0045,0.0046,0.00474,44.5147679324895,2.28333333333333,449.890490196078,43.6601714491043,4.7948717948718,2.1,20.7905578329068,6.13,0.44
val,r,4,2,m2,val_r42m2,0.0077,0.0096,0.0081,0.0093,0.0067,0.00828,25.4830917874396,4.35,426.182233009709,45.4404204832496,4.38461538461538,2.41188118811881,18.8402400197382,10.48,0.64
val,r,5,1,m1,val_r51m1,NA,NA,NA,NA,NA,NA,NA,NA,1065.8471563981,40.4037724180581,6.17948717948718,3.09253731343284,13.0649264093141,3.89,0.3
val,r,5,1,m2,val_r51m2,NA,NA,NA,NA,NA,NA,NA,NA,811.803404669261,40.5519557670053,6.11538461538462,3.12941176470588,12.9583317300581,7.01,0.67
val,r,5,2,m1,val_r52m1,NA,NA,NA,NA,NA,NA,NA,NA,2133.68357487923,41.680768333463,7.51282051282051,2.15172413793103,19.3708698985646,9.48,0.76
val,r,5,2,m2,val_r52m2,NA,NA,NA,NA,NA,NA,NA,NA,3597.60817307692,42.0444569183273,6.1025641025641,2.15172413793103,19.5398918370432,5.72,0.4
val,u,1,1,m1,val_u11m1,0.0045,0.005,0.0053,0.0066,0.007,0.00568,37.1478873239437,1.15,599.673814229249,40.6860714923583,5.55128205128205,2.67462686567164,15.2118682477009,6.3,0.44
val,u,1,1,m2,val_u11m2,0.0112,0.0079,0.0108,0.0067,0.0091,0.00914,23.0853391684902,2.05,1050.31432038835,39.374876314162,8.25641025641026,2.74455445544554,14.3465458431832,6.96,0.13
val,u,1,2,m1,val_u12m1,0.0073,0.0059,0.005,0.0046,0.0057,0.0057,37.0175438596491,3.6,849.358349900597,28.8001990151303,4.80769230769231,2.436,11.8227417960305,4.42,0.17
val,u,1,2,m2,val_u12m2,0.0045,0.0051,0.0055,0.0043,0.0041,0.0047,44.8936170212766,0.3,1380.94704433498,36.1312333789471,4.76923076923077,3.0089552238806,12.0078999820905,2.93,0.13
val,u,2,1,m1,val_u21m1,0.0061,0.007,0.0053,0.0063,0.0064,0.00622,33.9228295819936,2.45,1182.58333333333,39.0282435513205,6.84615384615385,2.84179104477612,13.7336781404332,5.52,0.3
val,u,2,1,m2,val_u21m2,0.005,0.0044,0.0045,0.0034,0.0061,0.00468,45.0854700854701,2.1,710.754125736739,42.5512487512488,4.38461538461538,2.00597014925373,21.2123040649827,6.63,0.3
val,u,2,2,m1,val_u22m1,NA,NA,NA,NA,NA,NA,NA,NA,1218.87679425837,36.7039787250523,5.91025641025641,2.75820895522388,13.3071784338664,6.64,0.03
val,u,2,2,m2,val_u22m2,NA,NA,NA,NA,NA,NA,NA,NA,714.893230174081,36.6204888923452,3.80769230769231,2.15172413793103,17.0191374659938,6.09,0.23
val,u,3,1,m1,val_u31m1,0.0098,0.008,0.0073,0.007,0.0078,0.00798,26.4411027568922,2.6,624.466600397614,37.35098049361,2.32051282051282,2.23448275862069,16.7157165789304,2.53,0.17
val,u,3,1,m2,val_u31m2,0.0041,0.0046,0.0057,0.0042,0.0053,0.00478,44.1422594142259,3.85,778.978082191781,40.3579436373903,4.41025641025641,2.00597014925373,20.118915354949,3.81,0.17
val,u,3,2,m1,val_u32m1,NA,NA,NA,NA,NA,NA,NA,NA,1477.06547619048,41.236528224251,3.84615384615385,1.6551724137931,24.9137358021517,3.71,0.27
val,u,3,2,m2,val_u32m2,NA,NA,NA,NA,NA,NA,NA,NA,723.149903288201,39.4765266106443,4.07692307692308,1.596,24.734665796143,6.53,0.32
val,u,4,1,m1,val_u41m1,NA,NA,NA,NA,NA,NA,NA,NA,423.12119140625,37.891790261021,4.7948717948718,2.24554455445544,16.8742099486911,6.52,0.47
val,u,4,1,m2,val_u41m2,NA,NA,NA,NA,NA,NA,NA,NA,1145.19186046512,35.1002917559578,4.34615384615385,2.23448275862069,15.7084639031293,2.8,0.2
val,u,4,2,m1,val_u42m1,0.0072,0.0038,0.003,0.0038,0.0045,0.00446,47.3094170403587,2.65,870.55654296875,41.6420861190092,3.75641025641026,2.24554455445544,18.5443152470015,4.71,0.17
val,u,4,2,m2,val_u42m2,0.0096,0.011,0.0077,0.0081,0.0102,0.00932,22.6394849785408,3.95,602.159784735812,42.1272215973003,3.94871794871795,2.48275862068965,16.9679086989127,2.47,0.17
val,u,5,1,m1,val_u51m1,NA,NA,NA,NA,NA,NA,NA,NA,1129.66990291262,39.374876314162,6.06410256410256,2.57821782178218,15.2721294459691,1.6,0.07
val,u,5,1,m2,val_u51m2,NA,NA,NA,NA,NA,NA,NA,NA,760.78203125,33.8673579385042,5.29487179487179,2.57821782178218,13.1359568041049,4.63,0.3
val,u,5,2,m1,val_u52m1,0.0054,0.0059,0.0048,0.0047,0.0054,0.00524,40.2671755725191,1.4,725.930135658915,35.689276731174,5.11538461538462,3.04705882352941,11.7126969967173,3.76,0.13
val,u,5,2,m2,val_u52m2,0.0059,0.0052,0.0055,0.0063,0.0054,0.00566,37.2791519434629,4.9,819.477756286267,42.5809080683097,5.62820512820513,2.30588235294118,18.4662101316649,5.37,0.3
