"ciudad"	"ambiente"	"sitio"	"parche"	"planta"	"ID"	"Leaf"	"uno"	"dos"	"tres"	"cuatro"	"leafMean"
"tiz"	"u"	"3"	"1"	"m2"	"tiz_u31m2"	3	6	3	7	7	5.75
"tiz"	"u"	"3"	"1"	"m2"	"tiz_u31m2"	4	2	2	2	3	2.25
"tiz"	"u"	"3"	"1"	"m2"	"tiz_u31m2"	5	6	2	0	5	3.25
"tiz"	"u"	"3"	"2"	"m1"	"tiz_u32m1"	1	NA	NA	NA	NA	NA
"tiz"	"u"	"3"	"2"	"m1"	"tiz_u32m1"	2	NA	NA	NA	NA	NA
"tiz"	"u"	"3"	"2"	"m1"	"tiz_u32m1"	3	NA	NA	NA	NA	NA
"tiz"	"u"	"3"	"2"	"m1"	"tiz_u32m1"	4	NA	NA	NA	NA	NA
"tiz"	"u"	"3"	"2"	"m1"	"tiz_u32m1"	5	NA	NA	NA	NA	NA
"tiz"	"u"	"3"	"2"	"m2"	"tiz_u32m2"	1	NA	NA	NA	NA	NA
"tiz"	"u"	"3"	"2"	"m2"	"tiz_u32m2"	2	NA	NA	NA	NA	NA
"tiz"	"u"	"3"	"2"	"m2"	"tiz_u32m2"	3	NA	NA	NA	NA	NA
"tiz"	"u"	"3"	"2"	"m2"	"tiz_u32m2"	4	NA	NA	NA	NA	NA
"tiz"	"u"	"3"	"2"	"m2"	"tiz_u32m2"	5	NA	NA	NA	NA	NA
"tiz"	"u"	"4"	"1"	"m1"	"tiz_u41m1"	1	NA	NA	NA	NA	NA
"tiz"	"u"	"4"	"1"	"m1"	"tiz_u41m1"	2	NA	NA	NA	NA	NA
"tiz"	"u"	"4"	"1"	"m1"	"tiz_u41m1"	3	NA	NA	NA	NA	NA
"tiz"	"u"	"4"	"1"	"m1"	"tiz_u41m1"	4	NA	NA	NA	NA	NA
"tiz"	"u"	"4"	"1"	"m1"	"tiz_u41m1"	5	NA	NA	NA	NA	NA
"tiz"	"u"	"4"	"1"	"m2"	"tiz_u41m2"	1	NA	NA	NA	NA	NA
"tiz"	"u"	"4"	"1"	"m2"	"tiz_u41m2"	2	NA	NA	NA	NA	NA
"tiz"	"u"	"4"	"1"	"m2"	"tiz_u41m2"	3	NA	NA	NA	NA	NA
"tiz"	"u"	"4"	"1"	"m2"	"tiz_u41m2"	4	NA	NA	NA	NA	NA
"tiz"	"u"	"4"	"1"	"m2"	"tiz_u41m2"	5	NA	NA	NA	NA	NA
"tiz"	"u"	"4"	"2"	"m1"	"tiz_u42m1"	1	NA	NA	NA	NA	NA
"tiz"	"u"	"4"	"2"	"m1"	"tiz_u42m1"	2	NA	NA	NA	NA	NA
"tiz"	"u"	"4"	"2"	"m1"	"tiz_u42m1"	3	NA	NA	NA	NA	NA
"tiz"	"u"	"4"	"2"	"m1"	"tiz_u42m1"	4	NA	NA	NA	NA	NA
"tiz"	"u"	"4"	"2"	"m1"	"tiz_u42m1"	5	NA	NA	NA	NA	NA
"tiz"	"u"	"4"	"2"	"m2"	"tiz_u42m2"	1	NA	NA	NA	NA	NA
"tiz"	"u"	"4"	"2"	"m2"	"tiz_u42m2"	2	NA	NA	NA	NA	NA
"tiz"	"u"	"4"	"2"	"m2"	"tiz_u42m2"	3	NA	NA	NA	NA	NA
"tiz"	"u"	"4"	"2"	"m2"	"tiz_u42m2"	4	NA	NA	NA	NA	NA
"tiz"	"u"	"4"	"2"	"m2"	"tiz_u42m2"	5	NA	NA	NA	NA	NA
"tiz"	"u"	"5"	"1"	"m1"	"tiz_u51m1"	1	7	1	1	5	3.5
"tiz"	"u"	"5"	"1"	"m1"	"tiz_u51m1"	2	1	6	1	3	2.75
"tiz"	"u"	"5"	"1"	"m1"	"tiz_u51m1"	3	4	8	0	1	3.25
"tiz"	"u"	"5"	"1"	"m1"	"tiz_u51m1"	4	5	7	4	8	6
"tiz"	"u"	"5"	"1"	"m1"	"tiz_u51m1"	5	0	6	7	6	4.75
"tiz"	"u"	"5"	"1"	"m2"	"tiz_u51m2"	1	4	0	1	3	2
"tiz"	"u"	"5"	"1"	"m2"	"tiz_u51m2"	2	13	5	11	15	11
"tiz"	"u"	"5"	"1"	"m2"	"tiz_u51m2"	3	14	7	9	17	11.75
"tiz"	"u"	"5"	"1"	"m2"	"tiz_u51m2"	4	0	0	0	0	0
"tiz"	"u"	"5"	"1"	"m2"	"tiz_u51m2"	5	1	6	6	3	4
"tiz"	"u"	"5"	"2"	"m1"	"tiz_u52m1"	1	0	2	3	1	1.5
"tiz"	"u"	"5"	"2"	"m1"	"tiz_u52m1"	2	1	4	4	1	2.5
"tiz"	"u"	"5"	"2"	"m1"	"tiz_u52m1"	3	3	6	4	7	5
"tiz"	"u"	"5"	"2"	"m1"	"tiz_u52m1"	4	3	2	3	4	3
"tiz"	"u"	"5"	"2"	"m1"	"tiz_u52m1"	5	4	9	7	6	6.5
"tiz"	"u"	"5"	"2"	"m2"	"tiz_u52m2"	1	1	14	4	4	5.75
"tiz"	"u"	"5"	"2"	"m2"	"tiz_u52m2"	2	5	1	0	0	1.5
"tiz"	"u"	"5"	"2"	"m2"	"tiz_u52m2"	3	1	4	2	2	2.25
"tiz"	"u"	"5"	"2"	"m2"	"tiz_u52m2"	4	0	0	5	0	1.25
"tiz"	"u"	"5"	"2"	"m2"	"tiz_u52m2"	5	1	8	3	13	6.25
"val"	"r"	"1"	"1"	"m1"	"val_r11m1"	1	NA	NA	NA	NA	NA
"val"	"r"	"1"	"1"	"m1"	"val_r11m1"	2	NA	NA	NA	NA	NA
"val"	"r"	"1"	"1"	"m1"	"val_r11m1"	3	NA	NA	NA	NA	NA
"val"	"r"	"1"	"1"	"m1"	"val_r11m1"	4	NA	NA	NA	NA	NA
"val"	"r"	"1"	"1"	"m1"	"val_r11m1"	5	NA	NA	NA	NA	NA
"val"	"r"	"1"	"1"	"m2"	"val_r11m2"	1	NA	NA	NA	NA	NA
"val"	"r"	"1"	"1"	"m2"	"val_r11m2"	2	NA	NA	NA	NA	NA
"val"	"r"	"1"	"1"	"m2"	"val_r11m2"	3	NA	NA	NA	NA	NA
"val"	"r"	"1"	"1"	"m2"	"val_r11m2"	4	NA	NA	NA	NA	NA
"val"	"r"	"1"	"1"	"m2"	"val_r11m2"	5	NA	NA	NA	NA	NA
"val"	"r"	"1"	"2"	"m1"	"val_r12m1"	1	NA	NA	NA	NA	NA
"val"	"r"	"1"	"2"	"m1"	"val_r12m1"	2	NA	NA	NA	NA	NA
"val"	"r"	"1"	"2"	"m1"	"val_r12m1"	3	NA	NA	NA	NA	NA
"val"	"r"	"1"	"2"	"m1"	"val_r12m1"	4	NA	NA	NA	NA	NA
"val"	"r"	"1"	"2"	"m1"	"val_r12m1"	5	NA	NA	NA	NA	NA
"val"	"r"	"1"	"2"	"m2"	"val_r12m2"	1	NA	NA	NA	NA	NA
"val"	"r"	"1"	"2"	"m2"	"val_r12m2"	2	NA	NA	NA	NA	NA
"val"	"r"	"1"	"2"	"m2"	"val_r12m2"	3	NA	NA	NA	NA	NA
"val"	"r"	"1"	"2"	"m2"	"val_r12m2"	4	NA	NA	NA	NA	NA
"val"	"r"	"1"	"2"	"m2"	"val_r12m2"	5	NA	NA	NA	NA	NA
"val"	"r"	"2"	"1"	"m1"	"val_r21m1"	1	1	2	3	NA	2
"val"	"r"	"2"	"1"	"m1"	"val_r21m1"	2	0	4	2	3	2.25
"val"	"r"	"2"	"1"	"m1"	"val_r21m1"	3	0	2	3	2	1.75
"val"	"r"	"2"	"1"	"m1"	"val_r21m1"	4	2	1	0	0	0.75
"val"	"r"	"2"	"1"	"m1"	"val_r21m1"	5	2	0	0	4	1.5
"val"	"r"	"2"	"1"	"m2"	"val_r21m2"	1	0	1	0	0	0.25
"val"	"r"	"2"	"1"	"m2"	"val_r21m2"	2	2	0	3	1	1.5
"val"	"r"	"2"	"1"	"m2"	"val_r21m2"	3	4	10	13	1	7
"val"	"r"	"2"	"1"	"m2"	"val_r21m2"	4	6	1	22	2	7.75
"val"	"r"	"2"	"1"	"m2"	"val_r21m2"	5	2	10	NA	NA	6
"val"	"r"	"2"	"2"	"m1"	"val_r22m1"	1	5	6	7	6	6
"val"	"r"	"2"	"2"	"m1"	"val_r22m1"	2	2	3	4	7	4
"val"	"r"	"2"	"2"	"m1"	"val_r22m1"	3	7	3	3	5	4.5
"val"	"r"	"2"	"2"	"m1"	"val_r22m1"	4	3	6	13	6	7
"val"	"r"	"2"	"2"	"m1"	"val_r22m1"	5	5	9	4	1	4.75
"val"	"r"	"2"	"2"	"m2"	"val_r22m2"	1	0	0	0	0	0
"val"	"r"	"2"	"2"	"m2"	"val_r22m2"	2	2	2	6	7	4.25
"val"	"r"	"2"	"2"	"m2"	"val_r22m2"	3	8	16	9	15	12
"val"	"r"	"2"	"2"	"m2"	"val_r22m2"	4	0	2	1	4	1.75
"val"	"r"	"2"	"2"	"m2"	"val_r22m2"	5	0	4	8	1	3.25
"val"	"r"	"3"	"1"	"m1"	"val_r31m1"	1	4	2	1	NA	2.33333333333333
"val"	"r"	"3"	"1"	"m1"	"val_r31m1"	2	0	3	0	0	0.75
"val"	"r"	"3"	"1"	"m1"	"val_r31m1"	3	3	2	0	0	1.25
"val"	"r"	"3"	"1"	"m1"	"val_r31m1"	4	1	1	0	5	1.75
"val"	"r"	"3"	"1"	"m1"	"val_r31m1"	5	0	0	0	0	0
"val"	"r"	"3"	"1"	"m2"	"val_r31m2"	1	2	2	1	2	1.75
"val"	"r"	"3"	"1"	"m2"	"val_r31m2"	2	4	5	4	4	4.25
"val"	"r"	"3"	"1"	"m2"	"val_r31m2"	3	0	0	1	3	1
"val"	"r"	"3"	"1"	"m2"	"val_r31m2"	4	1	2	3	1	1.75
"val"	"r"	"3"	"1"	"m2"	"val_r31m2"	5	1	1	1	4	1.75
"val"	"r"	"3"	"2"	"m1"	"val_r32m1"	1	0	1	0	12	3.25
"val"	"r"	"3"	"2"	"m1"	"val_r32m1"	2	2	2	1	1	1.5
"val"	"r"	"3"	"2"	"m1"	"val_r32m1"	3	5	5	7	8	6.25
"val"	"r"	"3"	"2"	"m1"	"val_r32m1"	4	NA	NA	NA	NA	NA
"val"	"r"	"3"	"2"	"m1"	"val_r32m1"	5	NA	NA	NA	NA	NA
"val"	"r"	"3"	"2"	"m2"	"val_r32m2"	1	2	1	0	6	2.25
"val"	"r"	"3"	"2"	"m2"	"val_r32m2"	2	1	1	2	2	1.5
"val"	"r"	"3"	"2"	"m2"	"val_r32m2"	3	2	1	7	2	3
"val"	"r"	"3"	"2"	"m2"	"val_r32m2"	4	0	1	5	3	2.25
"val"	"r"	"3"	"2"	"m2"	"val_r32m2"	5	10	1	8	0	4.75
"val"	"r"	"4"	"1"	"m1"	"val_r41m1"	1	6	4	6	2	4.5
"val"	"r"	"4"	"1"	"m1"	"val_r41m1"	2	2	2	2	4	2.5
"val"	"r"	"4"	"1"	"m1"	"val_r41m1"	3	2	9	6	5	5.5
"val"	"r"	"4"	"1"	"m1"	"val_r41m1"	4	1	0	1	2	1
"val"	"r"	"4"	"1"	"m1"	"val_r41m1"	5	6	2	0	6	3.5
"val"	"r"	"4"	"1"	"m2"	"val_r41m2"	1	2	9	2	1	3.5
"val"	"r"	"4"	"1"	"m2"	"val_r41m2"	2	3	2	6	6	4.25
"val"	"r"	"4"	"1"	"m2"	"val_r41m2"	3	8	11	16	18	13.25
"val"	"r"	"4"	"1"	"m2"	"val_r41m2"	4	7	4	2	2	3.75
"val"	"r"	"4"	"1"	"m2"	"val_r41m2"	5	3	1	1	6	2.75
"val"	"r"	"4"	"2"	"m1"	"val_r42m1"	1	4	2	4	3	3.25
"val"	"r"	"4"	"2"	"m1"	"val_r42m1"	2	4	1	0	3	2
"val"	"r"	"4"	"2"	"m1"	"val_r42m1"	3	1	0	2	3	1.5
"val"	"r"	"4"	"2"	"m1"	"val_r42m1"	4	4	0	10	NA	4.66666666666667
"val"	"r"	"4"	"2"	"m1"	"val_r42m1"	5	0	0	NA	NA	0
"val"	"r"	"4"	"2"	"m2"	"val_r42m2"	1	3	0	2	0	1.25
"val"	"r"	"4"	"2"	"m2"	"val_r42m2"	2	2	0	1	3	1.5
"val"	"r"	"4"	"2"	"m2"	"val_r42m2"	3	7	5	4	5	5.25
"val"	"r"	"4"	"2"	"m2"	"val_r42m2"	4	7	1	3	2	3.25
"val"	"r"	"4"	"2"	"m2"	"val_r42m2"	5	15	8	16	3	10.5
"val"	"r"	"5"	"1"	"m1"	"val_r51m1"	1	NA	NA	NA	NA	NA
"val"	"r"	"5"	"1"	"m1"	"val_r51m1"	2	NA	NA	NA	NA	NA
"val"	"r"	"5"	"1"	"m1"	"val_r51m1"	3	NA	NA	NA	NA	NA
"val"	"r"	"5"	"1"	"m1"	"val_r51m1"	4	NA	NA	NA	NA	NA
"val"	"r"	"5"	"1"	"m1"	"val_r51m1"	5	NA	NA	NA	NA	NA
"val"	"r"	"5"	"1"	"m2"	"val_r51m2"	1	NA	NA	NA	NA	NA
"val"	"r"	"5"	"1"	"m2"	"val_r51m2"	2	NA	NA	NA	NA	NA
"val"	"r"	"5"	"1"	"m2"	"val_r51m2"	3	NA	NA	NA	NA	NA
"val"	"r"	"5"	"1"	"m2"	"val_r51m2"	4	NA	NA	NA	NA	NA
"val"	"r"	"5"	"1"	"m2"	"val_r51m2"	5	NA	NA	NA	NA	NA
"val"	"r"	"5"	"2"	"m1"	"val_r52m1"	1	NA	NA	NA	NA	NA
"val"	"r"	"5"	"2"	"m1"	"val_r52m1"	2	NA	NA	NA	NA	NA
"val"	"r"	"5"	"2"	"m1"	"val_r52m1"	3	NA	NA	NA	NA	NA
"val"	"r"	"5"	"2"	"m1"	"val_r52m1"	4	NA	NA	NA	NA	NA
"val"	"r"	"5"	"2"	"m1"	"val_r52m1"	5	NA	NA	NA	NA	NA
"val"	"r"	"5"	"2"	"m2"	"val_r52m2"	1	NA	NA	NA	NA	NA
"val"	"r"	"5"	"2"	"m2"	"val_r52m2"	2	NA	NA	NA	NA	NA
"val"	"r"	"5"	"2"	"m2"	"val_r52m2"	3	NA	NA	NA	NA	NA
"val"	"r"	"5"	"2"	"m2"	"val_r52m2"	4	NA	NA	NA	NA	NA
"val"	"r"	"5"	"2"	"m2"	"val_r52m2"	5	NA	NA	NA	NA	NA
"val"	"u"	"1"	"1"	"m1"	"val_u11m1"	1	2	0	0	1	0.75
"val"	"u"	"1"	"1"	"m1"	"val_u11m1"	2	0	0	0	0	0
"val"	"u"	"1"	"1"	"m1"	"val_u11m1"	3	1	2	0	1	1
"val"	"u"	"1"	"1"	"m1"	"val_u11m1"	4	0	0	4	3	1.75
"val"	"u"	"1"	"1"	"m1"	"val_u11m1"	5	1	3	4	1	2.25
"val"	"u"	"1"	"1"	"m2"	"val_u11m2"	1	2	1	0	1	1
"val"	"u"	"1"	"1"	"m2"	"val_u11m2"	2	9	10	6	3	7
"val"	"u"	"1"	"1"	"m2"	"val_u11m2"	3	0	0	1	3	1
"val"	"u"	"1"	"1"	"m2"	"val_u11m2"	4	0	0	0	3	0.75
"val"	"u"	"1"	"1"	"m2"	"val_u11m2"	5	1	0	0	1	0.5
"val"	"u"	"1"	"2"	"m1"	"val_u12m1"	1	4	5	4	12	6.25
"val"	"u"	"1"	"2"	"m1"	"val_u12m1"	2	3	1	2	5	2.75
"val"	"u"	"1"	"2"	"m1"	"val_u12m1"	3	2	3	1	3	2.25
"val"	"u"	"1"	"2"	"m1"	"val_u12m1"	4	3	3	3	8	4.25
"val"	"u"	"1"	"2"	"m1"	"val_u12m1"	5	2	6	1	1	2.5
"val"	"u"	"1"	"2"	"m2"	"val_u12m2"	1	0	0	0	0	0
"val"	"u"	"1"	"2"	"m2"	"val_u12m2"	2	2	0	0	0	0.5
"val"	"u"	"1"	"2"	"m2"	"val_u12m2"	3	1	1	0	2	1
"val"	"u"	"1"	"2"	"m2"	"val_u12m2"	4	0	0	0	0	0
"val"	"u"	"1"	"2"	"m2"	"val_u12m2"	5	0	0	0	0	0
"val"	"u"	"2"	"1"	"m1"	"val_u21m1"	1	4	5	2	1	3
"val"	"u"	"2"	"1"	"m1"	"val_u21m1"	2	0	1	3	1	1.25
"val"	"u"	"2"	"1"	"m1"	"val_u21m1"	3	3	4	4	1	3
"val"	"u"	"2"	"1"	"m1"	"val_u21m1"	4	2	2	2	0	1.5
"val"	"u"	"2"	"1"	"m1"	"val_u21m1"	5	3	3	4	4	3.5
"val"	"u"	"2"	"1"	"m2"	"val_u21m2"	1	2	4	1	5	3
"val"	"u"	"2"	"1"	"m2"	"val_u21m2"	2	0	0	0	0	0
"val"	"u"	"2"	"1"	"m2"	"val_u21m2"	3	2	2	2	NA	2
"val"	"u"	"2"	"1"	"m2"	"val_u21m2"	4	4	5	5	3	4.25
"val"	"u"	"2"	"1"	"m2"	"val_u21m2"	5	1	2	0	2	1.25
"val"	"u"	"2"	"2"	"m1"	"val_u22m1"	1	NA	NA	NA	NA	NA
"val"	"u"	"2"	"2"	"m1"	"val_u22m1"	2	NA	NA	NA	NA	NA
"val"	"u"	"2"	"2"	"m1"	"val_u22m1"	3	NA	NA	NA	NA	NA
"val"	"u"	"2"	"2"	"m1"	"val_u22m1"	4	NA	NA	NA	NA	NA
"val"	"u"	"2"	"2"	"m1"	"val_u22m1"	5	NA	NA	NA	NA	NA
"val"	"u"	"2"	"2"	"m2"	"val_u22m2"	1	NA	NA	NA	NA	NA
"val"	"u"	"2"	"2"	"m2"	"val_u22m2"	2	NA	NA	NA	NA	NA
"val"	"u"	"2"	"2"	"m2"	"val_u22m2"	3	NA	NA	NA	NA	NA
"val"	"u"	"2"	"2"	"m2"	"val_u22m2"	4	NA	NA	NA	NA	NA
"val"	"u"	"2"	"2"	"m2"	"val_u22m2"	5	NA	NA	NA	NA	NA
"val"	"u"	"3"	"1"	"m1"	"val_u31m1"	1	3	1	2	2	2
"val"	"u"	"3"	"1"	"m1"	"val_u31m1"	2	2	0	1	0	0.75
"val"	"u"	"3"	"1"	"m1"	"val_u31m1"	3	3	6	2	2	3.25
"val"	"u"	"3"	"1"	"m1"	"val_u31m1"	4	3	2	4	3	3
"val"	"u"	"3"	"1"	"m1"	"val_u31m1"	5	1	5	5	5	4
"val"	"u"	"3"	"1"	"m2"	"val_u31m2"	1	3	1	1	6	2.75
"val"	"u"	"3"	"1"	"m2"	"val_u31m2"	2	4	1	2	1	2
"val"	"u"	"3"	"1"	"m2"	"val_u31m2"	3	15	10	8	6	9.75
"val"	"u"	"3"	"1"	"m2"	"val_u31m2"	4	1	4	0	4	2.25
"val"	"u"	"3"	"1"	"m2"	"val_u31m2"	5	3	5	2	0	2.5
"val"	"u"	"3"	"2"	"m1"	"val_u32m1"	1	NA	NA	NA	NA	NA
"val"	"u"	"3"	"2"	"m1"	"val_u32m1"	2	NA	NA	NA	NA	NA
"val"	"u"	"3"	"2"	"m1"	"val_u32m1"	3	NA	NA	NA	NA	NA
"val"	"u"	"3"	"2"	"m1"	"val_u32m1"	4	NA	NA	NA	NA	NA
"val"	"u"	"3"	"2"	"m1"	"val_u32m1"	5	NA	NA	NA	NA	NA
"val"	"u"	"3"	"2"	"m2"	"val_u32m2"	1	NA	NA	NA	NA	NA
"val"	"u"	"3"	"2"	"m2"	"val_u32m2"	2	NA	NA	NA	NA	NA
"val"	"u"	"3"	"2"	"m2"	"val_u32m2"	3	NA	NA	NA	NA	NA
"val"	"u"	"3"	"2"	"m2"	"val_u32m2"	4	NA	NA	NA	NA	NA
"val"	"u"	"3"	"2"	"m2"	"val_u32m2"	5	NA	NA	NA	NA	NA
"val"	"u"	"4"	"1"	"m1"	"val_u41m1"	1	NA	NA	NA	NA	NA
"val"	"u"	"4"	"1"	"m1"	"val_u41m1"	2	NA	NA	NA	NA	NA
"val"	"u"	"4"	"1"	"m1"	"val_u41m1"	3	NA	NA	NA	NA	NA
"val"	"u"	"4"	"1"	"m1"	"val_u41m1"	4	NA	NA	NA	NA	NA
"val"	"u"	"4"	"1"	"m1"	"val_u41m1"	5	NA	NA	NA	NA	NA
"val"	"u"	"4"	"1"	"m2"	"val_u41m2"	1	NA	NA	NA	NA	NA
"val"	"u"	"4"	"1"	"m2"	"val_u41m2"	2	NA	NA	NA	NA	NA
"val"	"u"	"4"	"1"	"m2"	"val_u41m2"	3	NA	NA	NA	NA	NA
"val"	"u"	"4"	"1"	"m2"	"val_u41m2"	4	NA	NA	NA	NA	NA
"val"	"u"	"4"	"1"	"m2"	"val_u41m2"	5	NA	NA	NA	NA	NA
"val"	"u"	"4"	"2"	"m1"	"val_u42m1"	1	4	4	6	12	6.5
"val"	"u"	"4"	"2"	"m1"	"val_u42m1"	2	3	3	1	1	2
"val"	"u"	"4"	"2"	"m1"	"val_u42m1"	3	1	2	1	1	1.25
"val"	"u"	"4"	"2"	"m1"	"val_u42m1"	4	0	3	2	8	3.25
"val"	"u"	"4"	"2"	"m1"	"val_u42m1"	5	1	0	0	0	0.25
"val"	"u"	"4"	"2"	"m2"	"val_u42m2"	1	4	8	3	9	6
"val"	"u"	"4"	"2"	"m2"	"val_u42m2"	2	1	1	1	1	1
"val"	"u"	"4"	"2"	"m2"	"val_u42m2"	3	3	4	0	1	2
"val"	"u"	"4"	"2"	"m2"	"val_u42m2"	4	2	9	16	5	8
"val"	"u"	"4"	"2"	"m2"	"val_u42m2"	5	3	6	1	1	2.75
"val"	"u"	"5"	"1"	"m1"	"val_u51m1"	1	NA	NA	NA	NA	NA
"val"	"u"	"5"	"1"	"m1"	"val_u51m1"	2	NA	NA	NA	NA	NA
"val"	"u"	"5"	"1"	"m1"	"val_u51m1"	3	NA	NA	NA	NA	NA
"val"	"u"	"5"	"1"	"m1"	"val_u51m1"	4	NA	NA	NA	NA	NA
"val"	"u"	"5"	"1"	"m1"	"val_u51m1"	5	NA	NA	NA	NA	NA
"val"	"u"	"5"	"1"	"m2"	"val_u51m2"	1	NA	NA	NA	NA	NA
"val"	"u"	"5"	"1"	"m2"	"val_u51m2"	2	NA	NA	NA	NA	NA
"val"	"u"	"5"	"1"	"m2"	"val_u51m2"	3	NA	NA	NA	NA	NA
"val"	"u"	"5"	"1"	"m2"	"val_u51m2"	4	NA	NA	NA	NA	NA
"val"	"u"	"5"	"1"	"m2"	"val_u51m2"	5	NA	NA	NA	NA	NA
"val"	"u"	"5"	"2"	"m1"	"val_u52m1"	1	5	2	1	3	2.75
"val"	"u"	"5"	"2"	"m1"	"val_u52m1"	2	1	1	1	1	1
"val"	"u"	"5"	"2"	"m1"	"val_u52m1"	3	1	1	1	1	1
"val"	"u"	"5"	"2"	"m1"	"val_u52m1"	4	3	1	1	0	1.25
"val"	"u"	"5"	"2"	"m1"	"val_u52m1"	5	1	0	1	2	1
"val"	"u"	"5"	"2"	"m2"	"val_u52m2"	1	0	1	1	1	0.75
"val"	"u"	"5"	"2"	"m2"	"val_u52m2"	2	5	3	13	10	7.75
"val"	"u"	"5"	"2"	"m2"	"val_u52m2"	3	8	2	4	1	3.75
"val"	"u"	"5"	"2"	"m2"	"val_u52m2"	4	9	16	1	5	7.75
"val"	"u"	"5"	"2"	"m2"	"val_u52m2"	5	3	5	8	2	4.5
